layer,linear,K,N,x_chan_spread,w_chan_spread,sym_base,t1w_base,asym_base,wonly_base,sym_awq.25,t1w_awq.25,asym_awq.25,wonly_awq.25,sym_awq.5,t1w_awq.5,asym_awq.5,wonly_awq.5,sym_wflat.5,t1w_wflat.5,asym_wflat.5,wonly_wflat.5,sym_wflat1,t1w_wflat1,asym_wflat1,wonly_wflat1,sym_mix,t1w_mix,asym_mix,wonly_mix
31,self_attn.q_proj,5120,5120,21.59,1.61,18.821,16.139,20.065,18.974,18.571,14.708,20.223,18.613,16.124,12.057,18.242,16.132,18.886,16.398,20.063,19.052,18.75,16.539,19.881,18.928,19.006,15.196,20.507,19.057
31,self_attn.k_proj,5120,1024,21.59,1.849,20.52,15.311,21.769,20.651,19.647,13.498,21.42,19.679,16.808,10.764,18.929,16.813,20.623,16.108,21.859,20.815,20.027,16.492,21.063,20.283,20.673,14.666,22.245,20.729
31,self_attn.v_proj,5120,1024,21.59,1.082,15.853,16.345,16.914,16.025,16.884,16.333,18.023,16.945,17.208,16.09,18.427,17.23,16.908,16.312,18.094,16.962,17.157,16.054,18.37,17.176,17.29,16.139,18.5,17.31
31,self_attn.o_proj,5120,5120,6.31,1.168,16.562,16.395,17.761,16.594,16.582,15.958,17.786,16.605,15.559,14.873,16.946,15.576,16.692,16.485,17.831,16.726,16.74,16.527,17.875,16.773,16.713,16.05,17.911,16.738
31,mlp.gate_proj,5120,27648,9.44,1.439,19.501,16.278,20.728,19.532,19.138,15.776,20.539,19.151,17.704,14.33,19.611,17.711,19.503,16.368,20.709,19.543,19.432,16.418,20.614,19.487,19.409,16.065,20.708,19.426
31,mlp.up_proj,5120,27648,9.44,1.024,17.163,16.474,18.343,17.196,17.23,16.388,18.443,17.245,16.977,16.087,18.28,16.988,17.205,16.44,18.394,17.228,17.193,16.39,18.399,17.21,17.189,16.319,18.427,17.202
31,mlp.down_proj,27648,5120,28.18,1.361,17.124,16.175,18.354,17.304,17.36,15.982,18.655,17.503,16.631,15.083,18.206,16.738,17.207,16.253,18.417,17.395,17.213,16.288,18.421,17.406,17.466,16.066,18.737,17.613
32,self_attn.q_proj,5120,5120,23.62,1.515,18.789,15.531,20.115,18.923,18.763,13.781,20.415,18.802,16.341,11.028,18.336,16.349,18.763,15.741,20.003,18.909,18.58,15.857,19.801,18.737,19.067,14.18,20.639,19.113
32,self_attn.k_proj,5120,1024,23.62,1.696,20.231,14.769,21.477,20.346,19.754,12.848,21.347,19.783,17.11,10.301,19.039,17.115,20.157,15.481,21.415,20.306,19.669,15.909,20.825,19.856,20.438,13.827,21.95,20.486
32,self_attn.v_proj,5120,1024,23.62,1.119,15.897,16.296,17.017,16.063,17.247,15.865,18.563,17.307,16.859,14.631,18.405,16.877,16.983,16.185,18.236,17.072,17.385,15.758,18.779,17.429,17.368,15.323,18.835,17.398
32,self_attn.o_proj,5120,5120,8.31,1.394,16.552,15.836,17.78,16.598,16.705,15.165,18.02,16.73,15.251,13.615,16.843,15.265,16.792,16.046,17.941,16.841,16.837,16.195,18.027,16.888,16.911,15.379,18.201,16.938
32,mlp.gate_proj,5120,27648,11.72,1.461,20.846,16.254,22.086,20.896,20.463,15.631,21.914,20.48,18.441,13.601,20.574,18.447,20.774,16.327,21.988,20.842,20.586,16.354,21.798,20.679,20.765,15.97,22.094,20.788
32,mlp.up_proj,5120,27648,11.72,1.025,16.655,16.333,17.876,16.707,16.826,16.239,18.092,16.846,16.635,15.955,17.984,16.645,16.776,16.287,18.027,16.804,16.796,16.214,18.067,16.813,16.804,16.147,18.09,16.816
32,mlp.down_proj,27648,5120,30.05,1.307,17.141,16.165,18.353,17.381,17.604,15.932,18.911,17.779,16.791,14.821,18.437,16.908,17.239,16.239,18.438,17.484,17.264,16.266,18.461,17.513,17.709,16.004,19.01,17.888
33,self_attn.q_proj,5120,5120,20.9,1.579,18.976,15.979,20.223,19.127,18.959,14.528,20.589,19.001,16.737,12.026,18.781,16.746,19.059,16.159,20.26,19.207,19.044,16.236,20.228,19.195,19.287,14.874,20.812,19.333
33,self_attn.k_proj,5120,1024,20.9,1.566,20.435,15.647,21.617,20.577,20.251,14.156,21.804,20.289,17.692,11.59,19.711,17.699,20.462,16.066,21.669,20.632,20.184,16.261,21.302,20.375,20.738,14.794,22.295,20.787
33,self_attn.v_proj,5120,1024,20.9,1.287,16.886,16.142,18.158,17.042,17.882,15.537,19.239,17.935,17.113,14.23,18.72,17.127,17.698,16.104,18.914,17.793,17.981,15.915,19.32,18.036,17.99,15.279,19.353,18.019
33,self_attn.o_proj,5120,5120,13.58,1.491,15.812,15.955,17.007,15.863,15.985,15.341,17.315,16.012,14.565,13.797,16.073,14.58,16.108,16.2,17.243,16.161,16.187,16.342,17.324,16.245,16.274,15.592,17.575,16.305
33,mlp.gate_proj,5120,27648,10.51,1.452,19.972,16.288,21.212,20.011,19.632,15.756,21.049,19.647,17.937,14.043,19.938,17.943,19.922,16.356,21.152,19.974,19.803,16.382,21.008,19.873,19.879,16.045,21.215,19.899
33,mlp.up_proj,5120,27648,10.51,1.019,16.771,16.356,17.986,16.81,16.862,16.243,18.124,16.879,16.637,15.95,17.986,16.647,16.842,16.306,18.076,16.865,16.821,16.225,18.076,16.836,16.817,16.152,18.106,16.83
33,mlp.down_proj,27648,5120,8.71,1.315,17.241,16.3,18.503,17.441,17.443,16.127,18.769,17.609,17.055,15.474,18.51,17.184,17.331,16.365,18.592,17.536,17.373,16.386,18.609,17.58,17.545,16.193,18.859,17.715
34,self_attn.q_proj,5120,5120,24.87,1.64,18.9,16.012,20.155,19.075,19.264,14.515,20.866,19.315,16.965,11.819,19.032,16.974,19.096,16.163,20.321,19.264,19.098,16.219,20.295,19.261,19.519,14.792,21.07,19.57
34,self_attn.k_proj,5120,1024,24.87,1.621,20.648,15.553,21.921,20.805,20.714,13.829,22.359,20.757,17.812,10.936,19.948,17.819,20.635,16.018,21.784,20.835,20.204,16.249,21.411,20.434,21.237,14.497,22.765,21.297
34,self_attn.v_proj,5120,1024,24.87,1.115,16.522,16.047,17.662,16.71,17.667,15.436,19.008,17.73,16.983,14.046,18.656,17.0,17.338,15.92,18.513,17.452,17.721,15.592,19.012,17.787,17.737,14.994,19.177,17.772
34,self_attn.o_proj,5120,5120,12.23,1.773,15.915,15.963,17.12,15.965,16.253,15.177,17.555,16.278,14.702,13.457,16.253,14.715,16.197,16.181,17.393,16.25,16.303,16.286,17.494,16.359,16.534,15.361,17.756,16.561
34,mlp.gate_proj,5120,27648,11.44,1.429,19.811,16.215,21.052,19.85,19.447,15.637,20.895,19.462,17.742,13.91,19.762,17.748,19.743,16.281,20.987,19.795,19.636,16.309,20.841,19.706,19.687,15.913,21.041,19.707
34,mlp.up_proj,5120,27648,11.44,1.023,16.778,16.298,18.013,16.819,16.859,16.142,18.144,16.876,16.536,15.747,17.936,16.546,16.853,16.249,18.101,16.879,16.83,16.169,18.103,16.847,16.801,16.045,18.12,16.813
34,mlp.down_proj,27648,5120,12.64,1.468,17.135,16.21,18.354,17.314,17.309,16.022,18.595,17.457,16.841,15.376,18.311,16.956,17.256,16.291,18.465,17.439,17.3,16.32,18.501,17.485,17.421,16.102,18.701,17.571
35,self_attn.q_proj,5120,5120,24.44,1.651,18.081,15.458,19.426,18.23,18.24,13.851,19.943,18.282,16.017,11.264,18.063,16.026,18.233,15.699,19.508,18.384,18.178,15.836,19.445,18.33,18.581,14.248,20.194,18.626
35,self_attn.k_proj,5120,1024,24.44,1.475,20.083,15.501,21.264,20.236,20.086,13.825,21.689,20.127,17.471,11.006,19.593,17.478,20.007,15.847,21.117,20.188,19.679,16.026,20.832,19.885,20.511,14.378,21.993,20.566
35,self_attn.v_proj,5120,1024,24.44,1.094,16.619,16.41,17.681,16.808,18.09,15.99,19.336,18.159,17.622,14.763,19.158,17.642,17.63,16.283,18.838,17.741,18.019,15.93,19.382,18.078,18.143,15.518,19.545,18.178
35,self_attn.o_proj,5120,5120,11.17,1.548,16.427,15.952,17.678,16.488,16.685,15.252,18.004,16.713,14.898,13.37,16.606,14.912,16.717,16.176,17.889,16.78,16.743,16.279,17.921,16.81,16.933,15.458,18.234,16.962
35,mlp.gate_proj,5120,27648,12.96,1.472,19.668,16.182,20.927,19.71,19.266,15.552,20.753,19.281,17.479,13.749,19.546,17.485,19.64,16.275,20.857,19.697,19.49,16.319,20.709,19.57,19.563,15.889,20.938,19.584
35,mlp.up_proj,5120,27648,12.96,1.033,16.7,16.285,17.927,16.744,16.796,16.141,18.083,16.813,16.514,15.774,17.896,16.525,16.77,16.229,18.025,16.796,16.742,16.136,18.031,16.759,16.738,16.033,18.061,16.751
35,mlp.down_proj,27648,5120,10.45,1.326,16.989,16.042,18.233,17.159,17.131,15.84,18.449,17.267,16.561,15.108,18.095,16.665,17.129,16.141,18.352,17.303,17.182,16.182,18.391,17.36,17.276,15.945,18.591,17.416
36,self_attn.q_proj,5120,5120,25.52,1.644,18.121,15.442,19.438,18.277,18.274,13.742,19.932,18.317,16.037,11.148,18.075,16.046,18.252,15.685,19.552,18.407,18.245,15.822,19.487,18.403,18.634,14.141,20.181,18.681
36,self_attn.k_proj,5120,1024,25.52,1.566,19.413,14.906,20.996,19.544,19.618,13.221,21.341,19.655,17.164,10.68,19.058,17.171,19.517,15.352,20.835,19.688,19.088,15.615,20.414,19.289,20.172,13.834,21.756,20.224
36,self_attn.v_proj,5120,1024,25.52,1.227,16.967,16.133,18.077,17.156,18.148,15.49,19.511,18.21,17.509,14.042,19.118,17.526,17.994,16.143,19.167,18.119,18.325,15.858,19.644,18.4,18.462,15.221,19.919,18.499
36,self_attn.o_proj,5120,5120,14.89,1.516,15.208,15.996,16.433,15.26,15.423,15.346,16.804,15.449,13.831,13.719,15.464,13.846,15.545,16.215,16.732,15.594,15.637,16.284,16.777,15.687,15.717,15.582,17.041,15.744
36,mlp.gate_proj,5120,27648,13.76,1.5,19.459,16.212,20.719,19.504,19.02,15.524,20.522,19.036,17.141,13.622,19.255,17.147,19.417,16.306,20.649,19.48,19.265,16.346,20.477,19.351,19.342,15.879,20.714,19.365
36,mlp.up_proj,5120,27648,13.76,1.038,16.808,16.311,18.029,16.854,16.889,16.132,18.173,16.907,16.557,15.716,17.958,16.568,16.897,16.27,18.15,16.924,16.879,16.195,18.155,16.897,16.855,16.047,18.175,16.869
36,mlp.down_proj,27648,5120,12.47,1.338,17.056,16.004,18.34,17.203,16.991,15.632,18.445,17.107,16.103,14.616,17.862,16.189,17.195,16.111,18.454,17.347,17.226,16.154,18.482,17.382,17.186,15.772,18.6,17.307
37,self_attn.q_proj,5120,5120,26.53,1.58,18.654,16.062,19.874,18.844,18.915,14.568,20.514,18.966,16.627,11.962,18.683,16.636,18.849,16.236,20.024,19.03,18.876,16.315,20.028,19.054,19.24,14.897,20.728,19.292
37,self_attn.k_proj,5120,1024,26.53,1.547,20.137,15.742,21.423,20.313,20.296,14.145,21.91,20.344,17.68,11.343,19.673,17.688,20.132,16.1,21.375,20.339,19.945,16.278,20.986,20.191,20.785,14.696,22.305,20.845
37,self_attn.v_proj,5120,1024,26.53,1.142,17.647,16.338,18.687,17.859,18.583,15.683,19.905,18.649,17.747,14.276,19.365,17.763,18.364,16.296,19.533,18.488,18.553,16.047,19.829,18.62,18.642,15.405,20.077,18.677
37,self_attn.o_proj,5120,5120,8.04,1.441,15.742,16.347,16.948,15.783,15.88,15.886,17.17,15.903,14.716,14.519,16.188,14.729,15.934,16.457,17.099,15.975,15.985,16.493,17.13,16.026,16.102,15.969,17.286,16.127
37,mlp.gate_proj,5120,27648,13.43,1.516,19.577,16.191,20.843,19.619,19.135,15.489,20.629,19.151,17.287,13.617,19.366,17.293,19.538,16.287,20.772,19.596,19.385,16.327,20.604,19.467,19.46,15.848,20.835,19.481
37,mlp.up_proj,5120,27648,13.43,1.038,16.876,16.332,18.103,16.92,16.97,16.149,18.238,16.988,16.651,15.752,18.034,16.661,16.979,16.296,18.22,17.004,16.965,16.218,18.221,16.983,16.94,16.072,18.245,16.953
37,mlp.down_proj,27648,5120,10.59,1.442,17.056,16.067,18.314,17.199,17.154,15.91,18.463,17.276,16.721,15.386,18.225,16.821,17.22,16.166,18.442,17.369,17.263,16.206,18.494,17.416,17.295,16.015,18.602,17.419
38,self_attn.q_proj,5120,5120,28.86,1.594,18.338,16.14,19.532,18.532,18.577,14.66,20.187,18.63,16.225,11.925,18.34,16.234,18.53,16.31,19.667,18.719,18.507,16.377,19.628,18.692,18.913,14.993,20.428,18.968
38,self_attn.k_proj,5120,1024,28.86,1.799,20.03,15.174,21.352,20.186,19.683,13.187,21.448,19.72,16.811,10.282,18.885,16.818,20.089,15.896,21.284,20.321,19.478,16.27,20.584,19.774,20.676,14.296,22.196,20.742
38,self_attn.v_proj,5120,1024,28.86,1.178,16.097,15.595,17.104,16.287,17.08,15.229,18.305,17.141,16.892,14.45,18.308,16.908,17.092,15.605,18.285,17.166,17.245,15.35,18.574,17.274,17.426,15.059,18.787,17.449
38,self_attn.o_proj,5120,5120,7.51,1.347,15.329,16.134,16.548,15.366,15.613,15.728,16.881,15.637,14.531,14.489,16.011,14.545,15.628,16.288,16.797,15.665,15.755,16.344,16.908,15.792,15.777,15.788,17.03,15.801
38,mlp.gate_proj,5120,27648,13.46,1.507,19.455,16.156,20.719,19.499,19.052,15.489,20.546,19.068,17.199,13.622,19.288,17.205,19.419,16.252,20.633,19.48,19.271,16.296,20.459,19.355,19.369,15.855,20.734,19.391
38,mlp.up_proj,5120,27648,13.46,1.031,16.921,16.341,18.123,16.967,17.028,16.186,18.288,17.047,16.725,15.802,18.094,16.735,17.004,16.298,18.239,17.031,16.98,16.214,18.234,16.998,16.985,16.097,18.286,16.998
38,mlp.down_proj,27648,5120,16.52,1.628,16.719,15.958,18.283,16.845,16.807,15.813,18.32,16.912,16.456,15.284,17.976,16.546,16.912,16.064,18.425,17.046,17.055,16.12,18.473,17.199,17.005,15.913,18.523,17.112
39,self_attn.q_proj,5120,5120,23.21,1.6,17.984,15.914,19.207,18.143,17.932,14.499,19.621,17.976,15.653,11.94,17.771,15.662,18.078,16.141,19.269,18.239,18.036,16.271,19.18,18.205,18.322,14.91,19.885,18.371
39,self_attn.k_proj,5120,1024,23.21,1.777,19.942,15.399,21.214,20.084,19.405,13.431,21.075,19.439,16.36,10.483,18.523,16.367,19.874,16.05,21.046,20.089,19.186,16.361,20.328,19.472,20.248,14.542,21.862,20.311
39,self_attn.v_proj,5120,1024,23.21,1.132,16.727,16.207,17.835,16.907,17.523,15.795,18.785,17.582,17.23,15.0,18.645,17.247,17.473,16.092,18.693,17.54,17.384,15.656,18.772,17.41,17.662,15.515,19.041,17.684
39,self_attn.o_proj,5120,5120,8.5,1.548,15.342,15.994,16.639,15.375,15.532,15.433,16.826,15.553,14.41,14.153,15.965,14.423,15.785,16.279,16.99,15.82,15.903,16.386,17.096,15.942,15.944,15.717,17.236,15.967
39,mlp.gate_proj,5120,27648,15.59,1.554,19.651,15.937,20.961,19.701,19.212,15.174,20.763,19.228,17.168,13.109,19.365,17.173,19.584,16.042,20.847,19.655,19.379,16.087,20.614,19.48,19.57,15.588,20.975,19.594
39,mlp.up_proj,5120,27648,15.59,1.031,16.647,16.201,17.88,16.701,16.796,16.04,18.094,16.816,16.478,15.624,17.893,16.488,16.754,16.149,18.012,16.786,16.749,16.064,18.044,16.769,16.755,15.938,18.089,16.768
39,mlp.down_proj,27648,5120,37.98,1.341,16.697,15.871,18.044,16.859,16.921,15.68,18.411,17.037,16.336,14.94,18.001,16.421,16.794,15.954,18.151,16.965,16.816,15.992,18.112,16.996,17.085,15.76,18.496,17.206
40,self_attn.q_proj,5120,5120,25.42,1.535,17.948,15.623,19.217,18.106,18.207,14.282,19.753,18.252,16.14,11.851,18.165,16.149,18.073,15.717,19.31,18.22,18.068,15.736,19.277,18.212,18.406,14.476,19.926,18.452
40,self_attn.k_proj,5120,1024,25.42,1.743,19.374,14.665,20.713,19.5,19.156,12.902,20.725,19.189,16.552,10.346,18.604,16.559,19.32,15.296,20.527,19.5,18.772,15.682,19.943,19.007,19.783,13.82,21.335,19.838
40,self_attn.v_proj,5120,1024,25.42,1.092,16.563,16.115,17.604,16.753,17.563,15.68,18.821,17.627,17.064,14.547,18.575,17.082,17.275,15.96,18.48,17.37,17.403,15.536,18.694,17.449,17.552,15.229,18.951,17.581
40,self_attn.o_proj,5120,5120,6.46,1.472,16.271,16.1,17.439,16.31,16.456,15.532,17.791,16.479,15.182,14.143,16.704,15.195,16.481,16.261,17.679,16.52,16.55,16.332,17.705,16.592,16.707,15.679,17.946,16.731
40,mlp.gate_proj,5120,27648,14.33,1.507,19.431,16.165,20.699,19.474,19.045,15.538,20.533,19.06,17.252,13.725,19.374,17.258,19.36,16.232,20.61,19.42,19.186,16.254,20.419,19.271,19.324,15.853,20.695,19.346
40,mlp.up_proj,5120,27648,14.33,1.026,16.744,16.268,17.973,16.788,16.822,16.103,18.115,16.84,16.517,15.718,17.904,16.527,16.822,16.229,18.071,16.849,16.806,16.161,18.082,16.824,16.789,16.026,18.1,16.802
40,mlp.down_proj,27648,5120,24.85,1.571,17.109,16.193,18.482,17.252,17.252,16.057,18.553,17.37,16.872,15.656,18.298,16.968,17.239,16.272,18.61,17.388,17.349,16.301,18.633,17.505,17.328,16.129,18.693,17.451
41,self_attn.q_proj,5120,5120,26.95,1.57,17.802,15.851,19.062,17.971,18.2,14.483,19.766,18.251,16.066,11.939,18.064,16.076,18.069,16.002,19.29,18.228,18.06,16.038,19.295,18.209,18.449,14.721,19.998,18.498
41,self_attn.k_proj,5120,1024,26.95,1.662,19.769,15.08,21.109,19.91,19.458,13.175,21.252,19.495,16.58,10.323,18.71,16.586,19.6,15.62,20.801,19.796,18.928,15.914,20.123,19.175,20.184,14.053,21.75,20.244
41,self_attn.v_proj,5120,1024,26.95,1.719,15.269,14.804,16.496,15.42,16.381,14.501,17.84,16.432,16.264,13.692,17.889,16.28,16.576,15.2,17.881,16.652,17.264,15.269,18.567,17.303,17.011,14.628,18.51,17.036
41,self_attn.o_proj,5120,5120,9.37,1.413,15.967,16.116,17.135,16.013,15.97,15.442,17.189,15.993,14.307,13.909,16.137,14.321,16.245,16.297,17.424,16.293,16.359,16.36,17.397,16.408,16.295,15.597,17.532,16.322
41,mlp.gate_proj,5120,27648,13.98,1.526,19.296,16.268,20.542,19.338,18.926,15.67,20.373,18.942,17.19,13.917,19.245,17.197,19.245,16.343,20.461,19.304,19.098,16.375,20.296,19.182,19.204,15.989,20.536,19.226
41,mlp.up_proj,5120,27648,13.98,1.038,16.911,16.38,18.123,16.955,17.018,16.248,18.265,17.037,16.727,15.889,18.085,16.738,16.984,16.343,18.207,17.011,16.969,16.277,18.223,16.987,16.978,16.174,18.25,16.991
41,mlp.down_proj,27648,5120,15.79,1.686,17.092,16.252,18.394,17.23,16.98,16.059,18.455,17.098,16.484,15.586,18.099,16.583,17.277,16.368,18.521,17.422,17.339,16.415,18.58,17.488,17.211,16.188,18.597,17.335
42,self_attn.q_proj,5120,5120,24.84,1.496,17.49,15.593,18.769,17.646,17.902,14.458,19.474,17.95,15.994,12.16,17.985,16.003,17.74,15.72,18.989,17.883,17.892,15.787,19.097,18.031,18.11,14.623,19.631,18.155
42,self_attn.k_proj,5120,1024,24.84,1.522,19.534,15.493,20.74,19.688,19.386,13.888,21.074,19.427,16.96,11.279,18.963,16.968,19.502,15.783,20.511,19.693,19.185,15.949,20.327,19.409,19.805,14.373,21.315,19.861
42,self_attn.v_proj,5120,1024,24.84,1.165,17.821,16.36,18.837,18.014,18.638,15.735,19.922,18.701,17.855,14.434,19.446,17.872,18.446,16.273,19.577,18.557,18.621,15.978,19.857,18.681,18.617,15.407,20.053,18.651
42,self_attn.o_proj,5120,5120,10.57,1.402,15.196,16.147,16.384,15.247,15.338,15.525,16.766,15.364,13.811,13.871,15.477,13.824,15.446,16.334,16.591,15.498,15.544,16.418,16.67,15.597,15.644,15.692,16.959,15.672
42,mlp.gate_proj,5120,27648,13.86,1.532,19.027,16.052,20.303,19.066,18.653,15.447,20.141,18.668,17.013,13.786,19.04,17.019,19.0,16.145,20.24,19.055,18.88,16.195,20.114,18.958,18.934,15.763,20.307,18.954
42,mlp.up_proj,5120,27648,13.86,1.055,16.903,16.291,18.126,16.946,16.985,16.137,18.254,17.003,16.685,15.761,18.05,16.696,16.977,16.247,18.212,17.003,16.954,16.171,18.218,16.972,16.948,16.055,18.244,16.961
42,mlp.down_proj,27648,5120,22.58,1.443,16.853,16.033,18.15,16.979,16.912,15.889,18.254,17.025,16.616,15.541,18.05,16.716,17.037,16.167,18.299,17.17,17.12,16.231,18.359,17.258,17.083,16.02,18.408,17.199
43,self_attn.q_proj,5120,5120,22.8,1.502,18.044,15.956,19.296,18.197,18.184,14.633,19.801,18.229,16.076,12.159,18.13,16.085,18.271,16.112,19.479,18.419,18.338,16.189,19.52,18.486,18.473,14.891,20.004,18.52
43,self_attn.k_proj,5120,1024,22.8,1.495,19.622,15.471,20.855,19.761,19.484,13.938,21.165,19.522,16.952,11.333,19.075,16.96,19.478,15.711,20.757,19.643,19.173,15.841,20.349,19.374,19.826,14.397,21.421,19.877
43,self_attn.v_proj,5120,1024,22.8,1.151,17.063,15.91,18.215,17.22,17.864,15.387,19.173,17.917,17.265,14.282,18.813,17.28,17.738,15.85,18.944,17.823,17.83,15.583,19.117,17.872,17.957,15.114,19.339,17.985
43,self_attn.o_proj,5120,5120,9.76,1.321,15.896,16.299,17.035,15.94,16.193,15.895,17.456,16.218,15.138,14.618,16.554,15.153,16.159,16.461,17.302,16.202,16.291,16.521,17.379,16.334,16.361,15.981,17.599,16.387
43,mlp.gate_proj,5120,27648,14.54,1.55,18.898,15.837,20.202,18.941,18.509,15.186,20.036,18.525,16.83,13.484,18.888,16.836,18.875,15.942,20.145,18.934,18.744,16.004,20.006,18.826,18.79,15.506,20.211,18.812
43,mlp.up_proj,5120,27648,14.54,1.041,16.825,16.213,18.062,16.871,16.917,16.029,18.208,16.937,16.587,15.606,17.988,16.598,16.91,16.152,18.176,16.937,16.887,16.056,18.183,16.906,16.864,15.919,18.193,16.877
43,mlp.down_proj,27648,5120,11.13,1.497,16.705,15.811,18.021,16.832,16.77,15.659,18.115,16.886,16.416,15.267,17.901,16.516,16.911,15.951,18.201,17.044,16.999,16.019,18.278,17.135,16.956,15.791,18.274,17.077
44,self_attn.q_proj,5120,5120,22.34,1.565,18.131,16.036,19.399,18.284,18.04,14.52,19.688,18.084,15.622,11.809,17.711,15.631,18.242,16.247,19.397,18.402,18.157,16.359,19.288,18.327,18.391,14.925,19.92,18.441
44,self_attn.k_proj,5120,1024,22.34,1.743,19.79,15.368,21.227,19.919,19.099,13.289,20.916,19.131,16.142,10.351,18.289,16.148,19.696,15.939,20.87,19.895,19.013,16.235,20.08,19.279,20.008,14.355,21.576,20.07
44,self_attn.v_proj,5120,1024,22.34,1.128,16.5,15.974,17.622,16.663,17.246,15.555,18.53,17.303,16.913,14.689,18.336,16.929,17.186,15.822,18.426,17.254,17.142,15.429,18.478,17.17,17.306,15.211,18.689,17.329
44,self_attn.o_proj,5120,5120,12.68,2.113,16.086,15.772,17.345,16.123,16.236,15.284,17.539,16.258,15.127,14.029,16.56,15.139,16.527,16.118,17.678,16.571,16.564,16.234,17.66,16.61,16.711,15.634,17.911,16.736
44,mlp.gate_proj,5120,27648,16.31,1.502,19.074,15.721,20.41,19.123,18.647,14.98,20.22,18.663,16.845,13.14,18.982,16.85,19.026,15.836,20.336,19.092,18.903,15.911,20.176,18.993,18.929,15.313,20.406,18.952
44,mlp.up_proj,5120,27648,16.31,1.032,16.652,16.078,17.919,16.706,16.737,15.827,18.084,16.757,16.289,15.262,17.787,16.299,16.75,16.004,18.049,16.784,16.742,15.903,18.08,16.765,16.664,15.689,18.047,16.679
44,mlp.down_proj,27648,5120,46.45,1.336,16.601,15.673,17.939,16.747,16.748,15.426,18.221,16.86,16.124,14.685,17.73,16.215,16.753,15.784,18.087,16.909,16.787,15.83,18.124,16.948,16.896,15.516,18.336,17.016
45,self_attn.q_proj,5120,5120,25.8,1.555,17.483,15.681,18.756,17.643,17.74,14.381,19.335,17.787,15.62,11.894,17.662,15.63,17.67,15.834,18.933,17.819,17.732,15.909,18.998,17.875,17.983,14.602,19.547,18.029
45,self_attn.k_proj,5120,1024,25.8,1.746,19.163,14.334,20.497,19.282,18.77,12.519,20.323,18.8,16.147,10.035,18.085,16.153,18.961,15.058,20.273,19.132,18.292,15.559,19.481,18.523,19.452,13.563,21.046,19.506
45,self_attn.v_proj,5120,1024,25.8,1.171,15.899,15.937,16.991,16.077,16.979,15.607,18.315,17.042,16.805,14.755,18.308,16.824,16.94,15.917,18.164,17.026,17.293,15.633,18.624,17.333,17.253,15.304,18.646,17.28
45,self_attn.o_proj,5120,5120,8.47,1.565,16.619,16.03,17.835,16.659,17.172,15.709,18.409,17.196,16.167,14.429,17.599,16.182,17.013,16.272,18.211,17.053,17.185,16.342,18.373,17.225,17.323,15.763,18.572,17.347
45,mlp.gate_proj,5120,27648,17.33,1.52,19.544,15.871,20.851,19.6,19.093,15.068,20.647,19.111,17.045,12.989,19.219,17.051,19.486,15.998,20.763,19.566,19.289,16.077,20.551,19.397,19.424,15.461,20.855,19.45
45,mlp.up_proj,5120,27648,17.33,1.044,16.774,16.268,18.002,16.837,16.95,16.053,18.246,16.973,16.489,15.479,17.957,16.5,16.915,16.205,18.165,16.953,16.941,16.111,18.22,16.966,16.876,15.915,18.216,16.892
45,mlp.down_proj,27648,5120,23.41,1.452,16.983,15.835,18.306,17.131,17.053,15.566,18.475,17.178,16.419,14.867,17.984,16.519,17.133,15.942,18.45,17.289,17.195,15.984,18.51,17.356,17.183,15.652,18.591,17.312
46,self_attn.q_proj,5120,5120,23.59,1.467,17.837,16.054,19.063,18.013,18.089,14.783,19.695,18.141,15.888,12.197,17.947,15.898,18.088,16.236,19.284,18.255,18.168,16.314,19.329,18.332,18.379,15.029,19.896,18.431
46,self_attn.k_proj,5120,1024,23.59,1.91,20.243,15.024,21.557,20.38,19.214,12.7,21.063,19.245,16.217,9.946,18.314,16.224,19.981,15.768,21.139,20.202,18.996,16.169,20.048,19.299,20.197,13.978,21.835,20.263
46,self_attn.v_proj,5120,1024,23.59,1.237,15.487,15.441,16.553,15.658,16.42,15.238,17.701,16.479,16.346,14.53,17.822,16.363,16.468,15.495,17.652,16.542,16.813,15.278,18.163,16.843,16.729,14.987,18.092,16.753
46,self_attn.o_proj,5120,5120,8.74,1.299,17.31,16.095,18.473,17.35,17.621,15.61,18.895,17.646,16.506,14.313,17.893,16.52,17.536,16.249,18.699,17.574,17.626,16.295,18.782,17.664,17.816,15.708,19.002,17.84
46,mlp.gate_proj,5120,27648,18.41,1.493,19.686,15.944,20.965,19.75,19.234,15.102,20.788,19.253,17.057,12.889,19.252,17.063,19.573,16.06,20.832,19.662,19.358,16.131,20.608,19.476,19.547,15.494,20.98,19.575
46,mlp.up_proj,5120,27648,18.41,1.035,16.872,16.367,18.063,16.943,17.075,16.143,18.358,17.1,16.551,15.48,18.017,16.562,17.016,16.312,18.244,17.062,17.054,16.229,18.324,17.085,17.013,16.007,18.33,17.031
46,mlp.down_proj,27648,5120,71.17,1.275,16.868,15.939,18.145,17.064,17.148,15.64,18.538,17.292,16.574,14.906,18.108,16.685,16.976,16.024,18.234,17.181,16.992,16.058,18.257,17.205,17.245,15.701,18.631,17.393
47,self_attn.q_proj,5120,5120,22.43,1.515,17.73,16.036,18.967,17.898,17.92,14.785,19.517,17.969,15.676,12.212,17.79,15.686,18.076,16.292,19.247,18.24,18.147,16.417,19.313,18.312,18.323,15.132,19.821,18.374
